TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.apache.commons.cli.PosixParser,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,82,0.3,2,13,64,94980,1773966414893,0.8235294117647058,11111111111111111111111111111111100000011110000001111111111111111111,0.7931034482758621,1111111111110111111111111101010000111110011000111111111111,1.0,11,0,0,2,1,0.8811881188118812,11111111111111111111111111111111111110101111111111111101110111101111111101111001011111000111111111111,0.6666666666666666,110,1.0,111,1.0,111,0.7931034482758621,1111111111111011111111111111000000110111011000111111111111
